sku,marketplace_item_name_ar,marketplace_item_name_en,seller_item_name
990,تورسيريتك 20 مجم 30 قرص,TORSERETIC 20 MG 30 TAB,تورسيريتيك 20مجم 30 قرص
1757,لوبريفيسك 0.1% قطرة عين 10 مل,LUBRIVISC 0.1% EYE DROPS 10 ML	,لوبريفيسك قطرة عين/سعر جديد
1575,هيلسيك 40 مجم 14 كبسولة,HEALSEC 40 MG 14 CAP,هيلسك 40مجم كبسول س ج
481,جليبتس بلس 50/850 مجم 30 قرص,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس سعر جديد850/50
927,نيفيلوب 2.5 مجم 14 قرص,NEVILOB 2.50 MG 14 TAB,نيفيلوب2.5 اقراص سعر
456,نانازوكسيد 500 مجم 18 قرص,NANAZOXID 500 MG 18 TAB,نانازوكسيد 500 مجم 18 كبسولة س ج
1348,انافرونيل 25 مجم 30 قرص,ANAFRONIL 25 MG 30 TAB,انافرانيل25 3 شريط سعر جديد
1329,افيكسور اكس آر 75 مجم 14 كبسول,EFEXOR XR 75 MG 14 CAP,ايفيكسور اكس ار 75جم
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفيرين د3شريطط
15,فيروجلوبين 30 كبسول,FEROGLOBIN 30 CAP,فيروجلوبين ق 80ج
573,بروستريد 5 مجم 30 كبسولة,PROSTRIDE 5 MG 30 CAP,بروستريد 30 كبسول س ج
3198,ديبافالي 50 مجم 28 قرص,DIBAVALLY 50 MG 28 TAB,ديبافالي 50 مج 28 قرص
22,ديبوفيت بي12 - 1000 مكجم / مل 5 امبول,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,ديبوفيت حقن العامرية
1394,ايسوبتن ريتارد 240 مجم 30 قرص,ISOPTIN SR 240 MG 30 TAB,ايسوبتن 240ريتارد 3شرررريط
353,جويبوكس 60 مجم 6 قرص,JOYPOX 60 MG 6 TAB,جويبوكس 60 مل 2 شريط
3329,دورميفال 20 كبسولة,DORMIVAL 20 CAP,دورميفال 30 كبسولة س ج
28,باي-الكوفان 150 مجم 30 قرص,BI-ALCOFAN 150 MG 30 TAB,باى الكوفان 3 شرررريط اقراص سعر قديم
1059,سيلجون 20 مجم 20 قرص,SELGON 20 MG 20 TAB,سيلجون اقراص سعر جديد
585,اوستيوكير شراب 120 مل,OSTEOCARE SYRUP 120 ML,اوستيوكير شراب س ج كود
2296,اكس تينشن 150 مجم 28 قرص,X-TENSION 150 MG 28 TAB,X-TENSION TABS 150 MG 28
4,ميلجا 40 قرص,MILGA 40 TAB,مليجا 4شريط سعر جديد
5159,نافوبروكسين 50 مجم 5 اقماع,NAVOPROXIN 50 MG 5 SUPP.,نافوبروكسين لبوس سعرقديم
1601,فوليك اسيد - ميباكو 500 مكجم 20 قرص,FOLIC ACID MEPACO 500 Y 20 TAB,فوليك اسيد ميباكو اقراص
1414,ريفارست بلس غسول 250 مل,REVAREST VAGINAL DOUCHE 250 ML,ريفارست 250ملى مطهر س ج
1837,ديابيتونورم 45 مجم 15 قرص,DIABETONORM 45 MG 15 TAB,ديابيتونورم 15
2006,التيازيم 60 مجم 40 قرص,ALTIAZEM 60 MG 40 TAB,التيازيم 60 مجم 40 قرص س.ج 46
175,كولونا 30 قرص,COLONA 30 TAB,كولونا 30قرص س.ج
444,ليبراكس 30 قرص,LIBRAX 30 TAB,ليبراكس30ق س ج/ابيكو
3683,اديمكس 1 مجم 20 قرص,EDEMEX 1 MG 20 TAB,اديمكس 1 مجم 20 قرص
2429,الليربان 1مجم/5مل شراب 100 مل,ALLERBAN 1MG/5ML SYRUP 100 ML,الليربان شراب 100مل س ج
585,اوستيوكير شراب 120 مل,OSTEOCARE SYRUP 120 ML,اوستيوكير شراب**
1601,فوليك اسيد - ميباكو 500 مكجم 20 قرص,FOLIC ACID MEPACO 500 Y 20 TAB,حمض فوليك ميباكو اقراص 11 ج
1084,لاسيكس 2مل 3 امبول,LASIX 20 MG/2 ML 3 AMP.,LASIX AMP IM/IV 20 MG /2ML 3 2
4139,البندازول 400 مجم 6 قرص,ALBENDAZOLE 400 MG 6 TAB,البيندازول اقراص/س ج
202,جابتن 300 مجم 30 كبسولة,GAPTIN 300 MG 30 CAP,جابتن 300 مجم س.ج 76.5
918,نانازوكسيد 100مجم/5مل شراب معلق 60 مل,NANAZOXID 100 MG/5ML SUSP. 60 ML,نانازوكسيد شراب 60مل
1434,التراكايين 5% جيل 30 جم,ULTRACAINE 5%GEL 30 GM,التراكايين جل
1434,التراكايين 5% جيل 30 جم,ULTRACAINE 5%GEL 30 GM,التراكايين جل كبير جديد
30,كتافلام 50 مجم 20 قرص,CATAFLAM 50 MG 20 TAB,كتافلام50م2شريط
660,ديورجوي 60 مجم 3 قرص,DURJOY 60 MG 3 TAB,ديور جوى/جوى بوكس
4244,املوديبين 10 مجم 20 قرص,AMLODIPINE 10 MG 20 TAB,املودبين 10مجم20قرص20 +1%
1834,فورتيموكس بلس قطرة عين 5 مل,FORTYMOX PLUS EYE DROP 5 ML,فورتيموكس بلس قطرة
2104,ديفلوستيرو 0.05 % قطرة عين 5 مل,DIFLUSTERO 0.05% EYE EMULSION 5 ML,ديفلوستيرو قطرة اوركديا
514,بيبون بلس 20 كبسول,PEPON PLUS 20 CAP,بيبون بلاس جديد الجديد
5590,موزابرايد 2.5 مجم 10 قرص,MOSAPRIDE 2.50 MG 10 TAB,موزابريد 2.5 مجم 10قرص س ج2
1707,ليفانيك 500 مجم 7 قرص,LEVANIC 500 MG 7 TAB,ليفانيك 500جم 7قرص
5,بلافيكس 75 مجم 28 قرص,PLAVIX 75 MG 28 TAB,بلافكس 75 اقراص س.ج
4403,دوزين 1 مجم 20 قرص,DOSIN 1 MG 20 TAB,دوزين 1مجم اقراص/س ج
1191,ال-كارنيتين 300 مجم/مل شراب 30 مل,L-CARNITINE 300 MG/ML SYRUP 30 ML,ال كارنيتين شراب س ج2
414,نازاكورت 55مكجم بخاخ بالأنف 120 جرعة,NASACORT AQ 55 MCG NASAL SPRAY 120 DOSE,نازوكورت سبراى
213,اماريل 4 مجم 30 قرص,AMARYL 4 MG 30 TAB,اماريل 4مج 30ق س ج/سانوفي افنتس
927,نيفيلوب 2.5 مجم 14 قرص,NEVILOB 2.50 MG 14 TAB,نيفيلوب 2.5مجم14 قرص
867,جليميبرايد بلس 30/4 مجم 30 قرص,GLIMEPIRIDE-PLUS 4 MG/30 30 TAB,جليميبريد بلس 4\30 مجم س * ج
1601,فوليك اسيد - ميباكو 500 مكجم 20 قرص,FOLIC ACID MEPACO 500 Y 20 TAB,فوليك اسيد ميباكو/س ج
106,سبازمو ديجستين 30 قرص,SPASMODIGESTIN 30 TAB,سبازموديجستين اقراص/ فاركو
1969,ديبرام 20 مجم 20 قرص,DEPRAM 20 MG 20 TAB,ديبرام 20مجم 20ق-- س ج
2132,كولوماك محلول موضعى 10 مل,COLLOMAK SOUTION 10 ML,كولو ماك محلول | 14ج
164,اوتريفين 0.1 % نقط انف للكبار 15 مل,OTRIVIN ADULT NASAL DROPS 15 ML,اوتريفين0.1% نقط للكبار سعر جديد=
9,فيلداجلوز بلس 50 / 1000 مجم 30 قرص,VILDAGLUSE PLUS 50/1000 MG 30 TAB,VILDAGLUSE PLUS 50MG 1000 MG 30 TAB
144,اوميز 40 مجم 20 كبسولة,OMEZ 40 MG 20 CAP,اوميز 40مج ك س ج/الفرعونية2شريط
977,الكابريس 10 مجم 30 قرص,ALKAPRESS 10 MG 30 TAB,الكابرس 10م 3 شريط س.ج
503,اماريل 2 مجم 30 قرص,AMARYL 2 MG 30 TAB,اماريل 2مجم اقراص س ج
1383,فيرسيرك 16 مجم 30 قرص,VERSERC 16 MG 30 TAB,فيرسيرك16مجم اقراص 87ج
273,داونوبرازول 40/1100 مجم 14 كبسول,DOWNOPRAZOL 40MG/110 MG 14 CAP,داونبرازول 40 مجم اقراص جدييييد
4957,توبمود 50 مجم 30 كبسولة,TOPMODE 50 MG 30 CAP,توبمود اقراص*/عادى
8771,ار اكس كريم مساج 50 جم,RX MASSAGE CREAM 50 GM,ار اكس 50جم كريم .
242,نيكسيكيور 40 مجم 20 قرص,NEXICURE 40 MG 20 TAB,نيكسيكيور 40 مجم كبسول س.ج
1385,روسيتور 20 مجم 14 قرص,ROSITOR 20 MG 14 TAB,روسيتور 20مجم14ق
8771,ار اكس كريم مساج 50 جم,RX MASSAGE CREAM 50 GM,ار اكس كريم 50 جم
247,بروتوفيكس 40 مجم 14 قرص,PROTOFIX 40 MG 14 TAB,بروتوفيكس 40مجم اقراص س.ج
491,تادالونج 20 مجم 4 قرص,TADALONG 20 MG 4 TAB,تادالونج 20 مم 4 قرص
1181,تراى بى 6 امبول,TRI-B I.M. 3 DOUBLE AMP.,تراى بى6 امبول
28,باي-الكوفان 150 مجم 30 قرص,BI-ALCOFAN 150 MG 30 TAB,باى الكوفان س ج -الاسكندريه
116,جليبتس بلس 50/1000 مجم 30 قرص,GLIPTUS PLUS 50/1000 MG 30 TAB,جليبتس بلس 50/1000 مجم 30ق
3132,دولسيل 4 مجم 30 قرص,DOLCYL 4 MG 30 TAB,دولسيل 4 مجم سعر جديد
2453,داونستيرولين 10/40 مجم 28 قرص,DOWNSTEROLIN 10MG/40 MG 28 TAB,داونوسترين10/40 28ق
399,اتور 40 مجم 10 قرص,ATOR 40 MG 10 TAB,اتور 40ملجم سعر جديد
1317,تورسيريتك 10 مجم 30 قرص,TORSERETIC 10 MG 30 TAB,توريسريتك 10 مجم اقراص
299,سولوفريش 0.2 % قطرة عين 10 مل,SOLOFRESH 0.2%EYE DROP 10 ML,سولوفريش قطرة 36 ج
1573,اماريل 1 مجم 30 قرص,AMARYL 1 MG 30 TAB,اماريل 1مج 30ق س ج/سانوفي افنتس
1328,بلوكاتنس 10/160مجم 28 قرص,BLOKATENS 10 MG/160 28 TAB,بلوكاتنس160/10مجم*28قرص
867,جليميبرايد بلس 30/4 مجم 30 قرص,GLIMEPIRIDE-PLUS 4 MG/30 30 TAB,جليمابرايد بلس 4/30 مجم 30 قرص
87,دوروفين 30 كبسولة,DOROFEN 30 CAP,دوروفين كبسول | 153ج
4093,الزميندا 20 مجم 21 قرص,ALZMENDA 20 MG 21 TAB,الزميندا20مجم قرص
1051,اوندالينز 4 مجم 5 فيلم سريع الذوبان بالفم,ONDALENZ 4 MG 5 O.D.F,اوندالينز 4 محم اطفال
219,دالاسين سي 300 مجم 10 كبسول,DALACIN C 300 MG 10 CAP,دالاسين سى 300 ك/فايزر
53,زيثرون 500 مجم 5 قرص,XITHRONE 500 MG 5 TAB,زيثرون 500 مجم 5 قرص سعر جديد
924,دانتريلاكس مركب 30 كبسولة,DANTRELAX COMPOUND 30 CAP,دانتريلاكس مركب 30 كبسول
1064,ثيوتاسيد مركب 300مجم 30 كبسول,THIOTACID COMPOUND 300 MG 30 CAP,ثيوتاسيد 300مجم مركب 30كبسول
3181,برونكوبرو 7.5مجم/مل نقط بالفم 30 مل,BRONCHOPRO 15 MG/5 ML SYRUP 100 ML,برونكوبرو نقط س * ج**
3132,دولسيل 4 مجم 30 قرص,DOLCYL 4 MG 30 TAB,دولسيل 4مجم اقراص 3 شريط
513,اوتريفين 0.05 % نقط أنف للأطفال 15 مل,OTRIVIN PEDIATRIC 0.05% NASAL DROPS 15 ML,اوتريفين اطفال 0.05% نقط**
121,كولوفيرين دى 30 قرص,COLOVERIN-D 30 TAB,كولوفرين دي اقراص 105جنيه
1573,اماريل 1 مجم 30 قرص,AMARYL 1 MG 30 TAB,اماريل1مجم3شريط
4115,كروميوم - ميباكو 20 كبسول,CHROMIUM 20 CAP,كروميوم سعر جديد 40ج
1073,بريمبران 10 مجم / 2 مل 12 امبول,PRIMPERAN 10 MG/2 ML 12 AMP.,بريمبران 12 امبوله س ج
744,كيتولاك 10 مجم 20 قرص,KETOLAC 10 MG 20 TAB,كيتولاك اقراص 38جنيه
1575,هيلسيك 40 مجم 14 كبسولة,HEALSEC 40 MG 14 CAP,هيلسيك40مجم كبسول السعر الجديد
1134,تيرز جارد 0.3% قطرة عين 15 مل,TEARS GUARD 0.3% EYE DROPS 15 ML,تيرز جارد سعر جديد 19ج***
1028,نورجيسيك 20 قرص,NORGESIC 20 TAB,نورجيسيك اقراص\ابيكو
353,جويبوكس 60 مجم 6 قرص,JOYPOX 60 MG 6 TAB,جويبوكس 60مجم 2شريط +فيتوياجرا
3198,ديبافالي 50 مجم 28 قرص,DIBAVALLY 50 MG 28 TAB,ديبافالى50مم عادى اقراص
237,تلفاست 30مجم/5مل شراب معلق 100 مل,TELFAST 30 MG/5 ML SUSP. 100 ML,تلفاست شراب32ج
1484,موبيتيل 15 مجم / 1.5 مل 3 امبول,MOBITIL 15 MG/1.5 ML 3 AMP.,MOBITIL 15 MG/1.5 ML 3 AMP.
2128,بيوتين فورت 5 مجم 60 كبسولة,BIOTIN FORTE 5 MG 60 CAP,بيوتين فورت* كبسول
285,كونترولوك 20 مجم 14 قرص,CONTROLOC 20 MG 14 TAB,كونترولوك20 مجم اقراص س.ج
1394,ايسوبتن ريتارد 240 مجم 30 قرص,ISOPTIN SR 240 MG 30 TAB,ايسوبتن ريتارد 240مجم اقراص
3689,اتورستات 10 مجم 14 قرص,ATORSTAT 10 MG 14 TAB,اتورستات 10مجم 14ق
369,دوفالاك شراب 200 مل,DUPHALAC SYRUP 200 ML,دوفالاك شراب س.ج
1328,بلوكاتنس 10/160مجم 28 قرص,BLOKATENS 10 MG/160 28 TAB,بلوكاتنس10/160 اقراص جديد
1079,دابوكستارد 60 مجم 3 قرص,DAPOXTARD 60 MG 3 TAB,دابوكستارد60مجم 3قراص س.ج
596,بريستافلام 100 مجم 20 قرص,BRISTAFLAM 100 MG 20 TAB,بريستافلام اقراص )سعر
4887,كانزارتان 300 مجم 30 قرص,KANSARTAN 300 MG 30 TAB,كانزارتان 300 عادى
112,بانتولوك 40 مجم 14 قرص,PANTOLOC 40 MG 14 TAB,بانتولوك --40 مجم14 اقراص س ج
1322,استوهالت 40 مجم 14 كبسول,ESTOHALT 40 MG 14 CAP,اوستوهالت 40مجم كبسول سعر جديد
193,تلفاست 180 مجم 20 قرص,TELFAST 180 MG 20 TAB,تلفاست 180 مجم 20 قرص سعر جديد
472,سيريتايد ديسكس 500/50 مكجم 60 جرعة,SERETIDE DISKUS 500 / 50 MCG 60 DOSE,سيريتيد 500 جم ديسكس 60 جرعه
87,دوروفين 30 كبسولة,DOROFEN 30 CAP,دوروفين 30ك س ج /ميديزن ل ليبيتس
1303,نوستامين قطرة 15 مل,NOSTAMINE EYE/NOSE DROP 15 ML,نوستامين 7 ج قطرة
1889,لاكريتيرز قطرة عين 15 مل,LACRITEARS 0.5% EYE DROPS 15 ML,لاكريتيرز قطرة سعر جديد
1889,لاكريتيرز قطرة عين 15 مل,LACRITEARS 0.5% EYE DROPS 15 ML,لاكريتيرزقطرة 15مل
3369,دينستين 30 كبسول,DENSITIN 30 CAP,دنينيستين كبسول
36,كونفنتين 300 مجم 30 كبسولة,CONVENTIN 300 MG 30 CAP,كونفنتين 300 اقراص
313,تلفاست 120 مجم 20 قرص,TELFAST 120 MG 20 TAB,تلفاست 120 مجم اقراص سعر جديد
22,ديبوفيت بي12 - 1000 مكجم / مل 5 امبول,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,ديبوفيت امبول 5امبوله
1079,دابوكستارد 60 مجم 3 قرص,DAPOXTARD 60 MG 3 TAB,دابوكستارد60مجم اقراص
96,جابتن 400 مجم 30 كبسولة,GAPTIN 400 MG 30 CAP,جابتين 400مجم 3شريط سعر قديم
2473,اليكاسال مرهم 30 جم,ELICASAL TOPICAL OINT. 30 GM,اليكاسال مرهم 30 جم كبير
2635,بيرفكت كير محلول عدسات 120 مل,PERFECT CARE SOLUTION 120 ML,بيرفكت كير محلول 120مل س ج
58,ديكساميثازون-العامرية 8 مجم / 2 مل 3 امبول,DEXAMETHASONE-AMRIYA 8 MG/2 ML 3 AMP.,ديكساميثازون امبول /العامريه س ج سعر 19.5ج
4403,دوزين 1 مجم 20 قرص,DOSIN 1 MG 20 TAB,دوزين1مجم/20قرص
2620,نوفيستوريك 10 مجم 14 قرص,NOVISTORIC 10 MG 14 TAB,نوفيستوريك 10 مجم 14 قرص
3562,تورسيريتك 5 مجم 30 قرص,TORSERETIC 5 MG 30 TAB,تورسيرتك 5مجم س ج
2128,بيوتين فورت 5 مجم 60 كبسولة,BIOTIN FORTE 5 MG 60 CAP,بيوتن فورت كبسول س.ج
428,ميوفين 30 كبسول,MYOFEN 30 CAP,ميوفين اقراص 3 شريط
4887,كانزارتان 300 مجم 30 قرص,KANSARTAN 300 MG 30 TAB,كانزارتان 300**3شريط ج
3586,ميليتوفكس مت 5/1000 مجم 30 قرص,MELLITOFIX MET 5MG/1000 MG 30 TAB,ميلتوفكس مت5\1000
84,اوميز 20 مجم 14 كبسول,OMEZ 20 MG 14 CAP,اوميز 20مجم كبسول س ج
372,بيتاسيرك 16 مجم 60 قرص,BETASERC 16 MG 60 TAB,بيتاسيرك16مجم/3شريط
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين 750مجم اقراص جديد
71,برافوتين 100 مجم 14 كيس,PRAVOTIN 100 MG 14 SACHETS,برافوتين بودرة 14 كيس صغير سعر جديد
383,فياجرا 50 مجم 4 اقراص,VIAGRA 50 MG 4 TAB,فياجرا 50 مجم 4 ق-س.ج
1469,شوجارلو بلس 50/1000 مجم 30 قرص,SUGARLO PLUS 50 / 1000 MG 30 TAB,شوجارولو بلس1000/50
2375,ماريفان 3 مجم 100 قرص,MAREVAN 3 MG 100 TAB,ماريفان 3مجم 100قرص
1457,إندرال 40 مجم 50 قرص,INDERAL 40 MG 50 TAB,اندرال 40مجم ق/القاهرة
234,ستاركوبريكس 5 مجم 30 قرص,STARKOPREX 5 MG 30 TAB,ستاركوبركس5مم
1269,ايراستابكس كو 5/40 مجم 30 قرص,ERASTAPEX CO 5MG/40 MG 30 TAB,ايراستابكس كو 5/40 اقراص
2662,فلدين 20 مجم 10 قرص قابل للذوبان,FELDENE DISPERS 20 MG 10 TAB,فلدين 20مجم فوارة
3369,دينستين 30 كبسول,DENSITIN 30 CAP,DENSITIN 30 CAP
2375,ماريفان 3 مجم 100 قرص,MAREVAN 3 MG 100 TAB,ماريفان 3 مجم س ج
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,دايجست ايز20مجم كبسول/س جديد
237,تلفاست 30مجم/5مل شراب معلق 100 مل,TELFAST 30 MG/5 ML SUSP. 100 ML,تلفاست شراب /افنتيس
1434,التراكايين 5% جيل 30 جم,ULTRACAINE 5%GEL 30 GM,التراكايين جيل 30جم س ج
20,كونفنتين 400 مجم 30 كبسول,CONVENTIN 400 MG 30 CAP,كونفنتين 400مجم كبسول
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300 مجم 30 قرص س ج
1257,بانتولوك 20 مجم 14 قرص,PANTOLOC 20 MG 14 TAB,بانتولوك 20م 14كبسولة
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,املودوبين 5جم اقراص
2473,اليكاسال مرهم 30 جم,ELICASAL TOPICAL OINT. 30 GM,اليكاسال مرهم كبيييير
1254,بليتال 50 مجم 20 قرص,PLETAAL 50 MG 20 TAB,بليتال50 مجم اقراص
1067,دانتريلاكس 25 مجم 30 كبسولة,DANTRELAX 25 MG 30 CAP,دانتريلاكس عاده كبسول
867,جليميبرايد بلس 30/4 مجم 30 قرص,GLIMEPIRIDE-PLUS 4 MG/30 30 TAB,جليميبرايد بلس 30 مجم 30 قرص
1412,كورتيبليكس ب 6 للاطفال 3 امبول,CORTIPLEX B6 PEDIATRIC 3 AMP.,كورتيبليكس بى6اطفال3 امبول س.ج
297,بيسكالدين 300 مجم 15 كبسول,PIASCLEDINE 300 MG 15 CAP,بيسكالدين 300جم جديد
1666,فلاجيلات فورت 200 مجم / 5 مل شراب معلق 100 مل,FLAGELLAT FORTE 200 MG/5 ML SUSP. 100 ML,فلاجيلات فورت شرب سعر جديد
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300 مجم اقراص س ج
1218,تيراتام اكس آر 500 مجم 20 قرص,TIRATAM XR 500 MG 20 TAB,تيراتام500 اكس ار كبسول
1484,موبيتيل 15 مجم / 1.5 مل 3 امبول,MOBITIL 15 MG/1.5 ML 3 AMP.,MOBITIL A.IM 15 MG 3 3 ML
48,امبيزيم-جى 30 قرص,AMBEZIM-G 30 TAB,امبيزيم اقراص 102جنيه
1296,سيردالود 2 مجم 20 قرص,SIRDALUD 2 MG 20 TAB,سيردالود 2م اقراص
160,برونشيكم اليكسر شراب 100 مل,BRONCHICUM ELIXIR 100 ML,برونشيكم شراب45ج جديد
446,فليكتور 50 مجم 30 كبسول,FLECTOR 50 MG 30 CAP,فليكتور اقراص
46,كتافاست 50 مجم 9 كيس,CATAFAST 50 MG 9 SACHETS,كتافاست فوار س0ج
1257,بانتولوك 20 مجم 14 قرص,PANTOLOC 20 MG 14 TAB,بانتولوك20مجم14قرص
279,انافرونيل 75 مجم اس ار 20 قرص,ANAFRONIL 75 MG 20 TAB,انافرانيل 75اقراص75ج
854,تريتاس 5 مجم 14 قرص,TRITACE 5 MG 14 TAB,تريتاس 5 مل س ج
1218,تيراتام اكس آر 500 مجم 20 قرص,TIRATAM XR 500 MG 20 TAB,تيراتام 500 اكس ار س.ج
890,توينزول قطرة للعين 5 مل,TWINZOL EYE DROPS 5 ML,توينزول قطره عين / جدييد
3501,يوريكونترول 2مجم 10قرص,URICONTROL 2 MG 10 TAB,يوريكونترول 2 مجم 10 قرص س.ج 18
1666,فلاجيلات فورت 200 مجم / 5 مل شراب معلق 100 مل,FLAGELLAT FORTE 200 MG/5 ML SUSP. 100 ML,فلاجيلات فورت200م شراب100م س ج/المهن
596,بريستافلام 100 مجم 20 قرص,BRISTAFLAM 100 MG 20 TAB,بريستافلام ق 2 شريط س/ج
3790,فليكسوفان 20 كبسول,FLEXOFAN 250 MG 20 CAP,فلكسوفان كبسول/العامرية س جديد
2226,ابيكسيدون 1 مجم 20 قرص,APEXIDONE 1 MG 20 TAB,ابيكسدون 1 مجم2 شريط
504,اجركس 75 مجم 60 قرص,AGGREX 75 MG 60 TAB,اجركس75مجم اقراص
71,برافوتين 100 مجم 14 كيس,PRAVOTIN 100 MG 14 SACHETS,برافوتين اكياس 14 كيس/ج/21068
2441,دوجماتيل فورت 200 مجم 10 قرص,DOGMATIL FORT 200 MG 10 CAP,دوجماتيل فورت*
977,الكابريس 10 مجم 30 قرص,ALKAPRESS 10 MG 30 TAB,الكابريس 10مجم اقراص 3شريط
1019,فلدين 20 مجم / مل 6 امبول عضل,FELDENE 20 MG/ML I.M 6 AMP.,فلدين 6امبول علبة كبيرة
2375,ماريفان 3 مجم 100 قرص,MAREVAN 3 MG 100 TAB,ماريفان 3مجم 102قرص س ج
1305,لوفير 400 مجم 10 قرص,LOVIR 400 MG 10 TAB,لوفير 400مجم 10قرص 50ج
243,باي-كيتوجيسيك 150 مجم 30 قرص,BI-KETOGESIC 150 MG 30 TAB,باى كيتوجيسك اقراص / س ج
94,فوار فروت 6 كيس,FAWAR FRUIT 6 SACHET,فوار فروت 6كيس 9ج
343,كلوبكس 75 مجم 30 قرص,CLOPEX 75 MG 30 TAB,كلوبكس اقراص /دولاب/ قددديم
503,اماريل 2 مجم 30 قرص,AMARYL 2 MG 30 TAB,اماريل 2مجم 3شريط سعر 48ج
2876,مونوماك 40 مجم 20 قرص,MONO MACK 40 MG 20 TAB,مونوماك 40 اكتوبر/التنشيط
1861,نيرهاسيلدا 75 مجم 8 فيلم سريع الذوبان بالفم,NERHASILDA 75 MG 8 O.D.F,نيرهاسيلدا75مجم 8 اقراص
1494,اكس تينشن بلس 300/12.5 مجم 28 قرص,X-TENSION PLUS 300MG/12.5 MG 28 TAB,اكستنشن300بلس28قرص
1064,ثيوتاسيد مركب 300مجم 30 كبسول,THIOTACID COMPOUND 300 MG 30 CAP,ثيوتاسيد 300 مركب اقراص س .جديد
105,فياجرا 100 مجم 4 اقراص,VIAGRA 100 MG 4 TAB,فياجرا 100 اقراص س.ج
4213,اليفو 5 مجم 20 قرص,ALLEVO 5 MG 20 TAB,اليفو اقراص 2 شريط
1471,ايمباكوزا 25 مجم 30 قرص,EMPACOZA 25 MG 30 TAB,ايمباكوزا 25 مجم 30 قرص
821,تارجوفلوكسين 750 مجم 10قرص,TARGOFLOXIN 750 MG 10 TAB,تارجوفلوكسين750مجم10قرص ركز
22,ديبوفيت بي12 - 1000 مكجم / مل 5 امبول,DEPOVIT B12 1000 MCG/ML I.M 5 AMP.,ديبوفيت 5 امبولة
990,تورسيريتك 20 مجم 30 قرص,TORSERETIC 20 MG 30 TAB,تورسيريتك 20 مجم اقراص
1471,ايمباكوزا 25 مجم 30 قرص,EMPACOZA 25 MG 30 TAB,امباكوزا 25مج 30 قرص
1649,فلدين 20 مجم / مل 3 امبول عضل,FELDENE 20 MG/ML I.M 3 AMP.,فلدين امبول 3 امبوله*س جديد
146,اليكويس 5 مجم 20 قرص,ELIQUIS 5 MG 20 TAB,ايليكوس 5
1394,ايسوبتن ريتارد 240 مجم 30 قرص,ISOPTIN SR 240 MG 30 TAB,ايزوبتن ريتارد 240 مجم
2321,تريفاستال ريتارد 50 مجم 30 قرص,TRIVASTAL RETARD 50 MG 30 TAB,تريفستال ريتارد 50قرص جديد
762,اوتريفين بيبي سالين نقط أنف 15 مل,OTRIVIN BABY SALINE NASAL DROP 15 ML,اوتريفين 15مل بيبي سالين نقط #
166,بانادول كولد آند فلو داي 24 قرص,PANADOL COLD&FLU DAY 24 TAB,كومتركس اقراص
523,سنجيولير 10 مجم 14 قرص,SINGULAIR 10 MG 14 TAB,سنجيولير10مجم اقراص س ج
268,سيمباتكس 30 مجم 30 كبسول,CYMBATEX 30 MG 30 CAP,سيمباتكس30مجم 30 ك سعر 228
1385,روسيتور 20 مجم 14 قرص,ROSITOR 20 MG 14 TAB,روسيتور 20 م 14 قرص
1055,كريستوليب 10 مجم 30 قرص,CRESTOLIP 10 MG 30 TAB,كريستولب 10مجم*/اقراص
1304,رويال شاى ريجيم 50 فتلة,ROYAL REGIME TEA 50 FILTER,شاى ريجيم رويال كبير رويال
2856,ديلاترول 6.25 مجم 30 قرص,DILATROL 6.25 MG 30 TAB,ديلاترول 6.25 مجم3شريط
45,نيوروفيت 30 قرص,NEUROVIT 30 TAB,نيوروفيت اقراص سعر جديد سعر 37
2152,ايبانتين 100 مجم 50 كبسول,IPANTEN 100 MG 50 CAP,ايبانتين 100 مجم 50 كبسولة برطمان س ج
690,كولوفيرين أ 30 قرص,COLOVERIN A 30 TAB,كولوفيرين ايه 3شريط
690,كولوفيرين أ 30 قرص,COLOVERIN A 30 TAB,كولوفيرين ا30 ق
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300 مجم س.ج
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين 750مجم 5قرص96ج
420,جولد بلس غسول مهبلي 250 مل,GOLD PLUS VAGINAL DOUCHE 250 ML,جولد كلينزر * 250 مل س ج
3501,يوريكونترول 2مجم 10قرص,URICONTROL 2 MG 10 TAB,يوريكنترول 2مجم 10 اقراص/ جديد
323,كتافلام 75 مجم / 3 مل 6 امبول,CATAFLAM 75 MG/3 ML 6 AMP.,كتافلام 6امبول سعرجديد
3114,سالبوفنت 2 مجم /5 مل شراب 120 مل,SALBOVENT SYRUP 120 ML,سالبوفينت شراب س ج
369,دوفالاك شراب 200 مل,DUPHALAC SYRUP 200 ML,دوفالاك 200ملي
